Time;battery starvations;bike arrival;bike departure;bike starvations;escooter arrival;escooter departure;escooter starvations;events;failed events;long congestions;random trips;roaming distance for bikes;roaming distance for escooters;roaming distance for locks;roaming for bikes;roaming for escooters;roaming for locks;short congestions;starvations;trips;
Tue 05:59.080035;12;1684;1712;10;4518;4543;1402;14564;1729;305;95;3.818459918864204;333.86357804578165;244.57312136929767;21;2595;630;325;1424;7679;
Tue 05:59.598533;12;1685;1712;10;4518;4543;1402;14564;1729;305;95;3.818459918864204;333.86357804578165;244.57312136929767;21;2595;630;325;1424;7679;
Tue 05:59.712128;12;1686;1712;10;4518;4543;1402;14564;1729;305;95;3.818459918864204;333.86357804578165;244.57312136929767;21;2595;630;325;1424;7679;
Tue 06:00.000000;12;1686;1714;10;4518;4550;1406;14586;1733;305;95;3.818459918864204;334.4029972318457;244.57312136929767;21;2599;630;325;1428;7692;
Tue 06:00.578498;12;1686;1714;10;4519;4550;1406;14586;1733;305;95;3.818459918864204;334.4029972318457;244.57312136929767;21;2599;630;325;1428;7692;
Tue 06:00.302942;12;1687;1714;10;4519;4550;1406;14586;1733;305;95;3.818459918864204;334.4029972318457;244.57312136929767;21;2599;630;325;1428;7692;
Tue 06:00.360728;12;1687;1714;10;4519;4550;1406;14587;1733;305;95;3.818459918864204;334.4029972318457;244.68997996896618;21;2599;631;326;1428;7692;
Tue 06:00.174516;12;1688;1714;10;4519;4550;1406;14587;1733;305;95;3.818459918864204;334.4029972318457;244.68997996896618;21;2599;631;326;1428;7692;
Tue 06:00.976520;12;1688;1714;10;4520;4550;1406;14587;1733;305;95;3.818459918864204;334.4029972318457;244.68997996896618;21;2599;631;326;1428;7692;
Tue 06:00.640181;12;1688;1714;10;4520;4550;1406;14588;1733;305;95;3.818459918864204;334.4029972318457;244.766270235405;21;2599;632;327;1428;7692;
Tue 06:00.576511;12;1688;1714;10;4520;4550;1406;14589;1733;305;95;3.818459918864204;334.4029972318457;245.06231210950097;21;2599;633;328;1428;7692;
Tue 06:01.000000;12;1688;1716;10;4520;4557;1406;14607;1733;305;95;3.818459918864204;334.8961049250956;245.06231210950097;21;2602;633;328;1428;7701;
Tue 06:01.447814;12;1688;1716;10;4521;4557;1406;14607;1733;305;95;3.818459918864204;334.8961049250956;245.06231210950097;21;2602;633;328;1428;7701;
Tue 06:01.513736;12;1688;1716;10;4522;4557;1406;14607;1733;305;95;3.818459918864204;334.8961049250956;245.06231210950097;21;2602;633;328;1428;7701;
Tue 06:01.840373;12;1688;1716;10;4522;4557;1406;14608;1734;306;95;3.818459918864204;334.8961049250956;245.82637108539194;21;2602;634;328;1428;7701;
Tue 06:01.414279;12;1689;1716;10;4522;4557;1406;14608;1734;306;95;3.818459918864204;334.8961049250956;245.82637108539194;21;2602;634;328;1428;7701;
Tue 06:01.467415;12;1689;1716;10;4523;4557;1406;14608;1734;306;95;3.818459918864204;334.8961049250956;245.82637108539194;21;2602;634;328;1428;7701;
Tue 06:01.226154;12;1689;1716;10;4524;4557;1406;14608;1734;306;95;3.818459918864204;334.8961049250956;245.82637108539194;21;2602;634;328;1428;7701;
Tue 06:01.187017;12;1689;1716;10;4524;4557;1406;14609;1734;306;95;3.818459918864204;334.8961049250956;246.0093310340415;21;2602;635;329;1428;7701;
Tue 06:01.724701;12;1690;1716;10;4524;4557;1406;14609;1734;306;95;3.818459918864204;334.8961049250956;246.0093310340415;21;2602;635;329;1428;7701;
Tue 06:02.000000;13;1690;1719;10;4524;4560;1406;14622;1735;306;95;3.818459918864204;334.8961049250956;246.0093310340415;21;2602;635;329;1429;7708;
Tue 06:02.163955;13;1691;1719;10;4524;4560;1406;14622;1735;306;95;3.818459918864204;334.8961049250956;246.0093310340415;21;2602;635;329;1429;7708;
Tue 06:02.088696;13;1691;1719;10;4524;4560;1406;14623;1735;306;95;3.818459918864204;334.8961049250956;246.30756676810196;21;2602;636;330;1429;7708;
Tue 06:02.385342;13;1691;1719;10;4524;4560;1406;14624;1735;306;95;3.818459918864204;334.8961049250956;246.43968912389573;21;2602;637;331;1429;7708;
Tue 06:03.000000;13;1691;1720;10;4524;4566;1407;14639;1736;306;95;3.818459918864204;335.2152103283419;246.43968912389573;21;2604;637;331;1430;7716;
Tue 06:03.685857;13;1692;1720;10;4524;4566;1407;14639;1736;306;95;3.818459918864204;335.2152103283419;246.43968912389573;21;2604;637;331;1430;7716;
Tue 06:03.880139;13;1692;1720;10;4525;4566;1407;14639;1736;306;95;3.818459918864204;335.2152103283419;246.43968912389573;21;2604;637;331;1430;7716;
Tue 06:03.134167;13;1692;1720;10;4525;4566;1407;14640;1736;306;95;3.818459918864204;335.2152103283419;246.69502006922033;21;2604;638;332;1430;7716;
Tue 06:03.250609;13;1692;1720;10;4526;4566;1407;14640;1736;306;95;3.818459918864204;335.2152103283419;246.69502006922033;21;2604;638;332;1430;7716;
Tue 06:03.840163;13;1693;1720;10;4526;4566;1407;14640;1736;306;95;3.818459918864204;335.2152103283419;246.69502006922033;21;2604;638;332;1430;7716;
Tue 06:03.068473;13;1693;1720;10;4527;4566;1407;14640;1736;306;95;3.818459918864204;335.2152103283419;246.69502006922033;21;2604;638;332;1430;7716;
Tue 06:03.009406;13;1693;1720;10;4527;4566;1407;14641;1737;307;95;3.818459918864204;335.2152103283419;247.2343538304729;21;2604;639;332;1430;7716;
Tue 06:03.333137;13;1694;1720;10;4527;4566;1407;14641;1737;307;95;3.818459918864204;335.2152103283419;247.2343538304729;21;2604;639;332;1430;7716;
Tue 06:03.183549;13;1694;1720;10;4527;4566;1407;14642;1737;307;95;3.818459918864204;335.2152103283419;247.4896847757975;21;2604;640;333;1430;7716;
Tue 06:03.670644;13;1695;1720;10;4527;4566;1407;14642;1737;307;95;3.818459918864204;335.2152103283419;247.4896847757975;21;2604;640;333;1430;7716;
Tue 06:03.501629;13;1696;1720;10;4527;4566;1407;14642;1737;307;95;3.818459918864204;335.2152103283419;247.4896847757975;21;2604;640;333;1430;7716;
Tue 06:04.000000;13;1696;1721;10;4527;4570;1409;14654;1739;307;95;3.818459918864204;335.6145223591731;247.4896847757975;21;2607;640;333;1432;7723;
Tue 06:04.333982;13;1697;1721;10;4527;4570;1409;14654;1739;307;95;3.818459918864204;335.6145223591731;247.4896847757975;21;2607;640;333;1432;7723;
Tue 06:04.679843;13;1697;1721;10;4528;4570;1409;14654;1739;307;95;3.818459918864204;335.6145223591731;247.4896847757975;21;2607;640;333;1432;7723;
Tue 06:04.788837;13;1697;1721;10;4529;4570;1409;14654;1739;307;95;3.818459918864204;335.6145223591731;247.4896847757975;21;2607;640;333;1432;7723;
Tue 06:04.655580;13;1697;1721;10;4530;4570;1409;14654;1739;307;95;3.818459918864204;335.6145223591731;247.4896847757975;21;2607;640;333;1432;7723;
Tue 06:04.334005;13;1697;1721;10;4531;4570;1409;14654;1739;307;95;3.818459918864204;335.6145223591731;247.4896847757975;21;2607;640;333;1432;7723;
Tue 06:04.576511;13;1698;1721;10;4531;4570;1409;14654;1739;307;95;3.818459918864204;335.6145223591731;247.4896847757975;21;2607;640;333;1432;7723;
Tue 06:04.334565;13;1698;1721;10;4531;4570;1409;14655;1740;308;95;3.818459918864204;335.6145223591731;247.94831009311895;21;2607;641;333;1432;7723;
Tue 06:04.328746;13;1699;1721;10;4531;4570;1409;14655;1740;308;95;3.818459918864204;335.6145223591731;247.94831009311895;21;2607;641;333;1432;7723;
Tue 06:04.026705;13;1699;1721;10;4532;4570;1409;14655;1740;308;95;3.818459918864204;335.6145223591731;247.94831009311895;21;2607;641;333;1432;7723;
Tue 06:04.113970;13;1699;1721;10;4533;4570;1409;14655;1740;308;95;3.818459918864204;335.6145223591731;247.94831009311895;21;2607;641;333;1432;7723;
Tue 06:05.000000;13;1699;1722;10;4533;4577;1410;14672;1741;308;95;3.818459918864204;336.13674017742835;247.94831009311895;21;2611;641;333;1433;7732;
Tue 06:05.918619;13;1699;1722;10;4534;4577;1410;14672;1741;308;95;3.818459918864204;336.13674017742835;247.94831009311895;21;2611;641;333;1433;7732;
Tue 06:05.154840;13;1699;1722;10;4535;4577;1410;14672;1741;308;95;3.818459918864204;336.13674017742835;247.94831009311895;21;2611;641;333;1433;7732;
Tue 06:05.720552;13;1699;1722;10;4536;4577;1410;14672;1741;308;95;3.818459918864204;336.13674017742835;247.94831009311895;21;2611;641;333;1433;7732;
Tue 06:05.883508;13;1699;1722;10;4536;4577;1410;14673;1741;308;95;3.818459918864204;336.13674017742835;248.24435196721493;21;2611;642;334;1433;7732;
Tue 06:05.012238;13;1699;1722;10;4537;4577;1410;14673;1741;308;95;3.818459918864204;336.13674017742835;248.24435196721493;21;2611;642;334;1433;7732;
Tue 06:05.711251;13;1699;1722;10;4538;4577;1410;14673;1741;308;95;3.818459918864204;336.13674017742835;248.24435196721493;21;2611;642;334;1433;7732;
Tue 06:05.002159;13;1699;1722;10;4539;4577;1410;14673;1741;308;95;3.818459918864204;336.13674017742835;248.24435196721493;21;2611;642;334;1433;7732;
Tue 06:05.928396;13;1699;1722;10;4540;4577;1410;14673;1741;308;95;3.818459918864204;336.13674017742835;248.24435196721493;21;2611;642;334;1433;7732;
Tue 06:05.444038;13;1699;1722;10;4541;4577;1410;14673;1741;308;95;3.818459918864204;336.13674017742835;248.24435196721493;21;2611;642;334;1433;7732;
Tue 06:05.178269;13;1699;1722;10;4542;4577;1410;14673;1741;308;95;3.818459918864204;336.13674017742835;248.24435196721493;21;2611;642;334;1433;7732;
Tue 06:05.029244;13;1699;1722;10;4543;4577;1410;14673;1741;308;95;3.818459918864204;336.13674017742835;248.24435196721493;21;2611;642;334;1433;7732;
Tue 06:06.000000;13;1699;1723;10;4543;4587;1413;14698;1744;308;95;3.818459918864204;337.05734048625004;248.24435196721493;21;2618;642;334;1436;7746;
Tue 06:06.002590;13;1699;1723;10;4544;4587;1413;14698;1744;308;95;3.818459918864204;337.05734048625004;248.24435196721493;21;2618;642;334;1436;7746;
Tue 06:06.436946;13;1699;1723;10;4544;4587;1413;14699;1744;308;95;3.818459918864204;337.05734048625004;248.3764743230087;21;2618;643;335;1436;7746;
Tue 06:06.361134;13;1699;1723;10;4545;4587;1413;14699;1744;308;95;3.818459918864204;337.05734048625004;248.3764743230087;21;2618;643;335;1436;7746;
Tue 06:06.340163;13;1700;1723;10;4545;4587;1413;14699;1744;308;95;3.818459918864204;337.05734048625004;248.3764743230087;21;2618;643;335;1436;7746;
Tue 06:06.251189;13;1701;1723;10;4545;4587;1413;14699;1744;308;95;3.818459918864204;337.05734048625004;248.3764743230087;21;2618;643;335;1436;7746;
Tue 06:06.235390;13;1701;1723;10;4546;4587;1413;14699;1744;308;95;3.818459918864204;337.05734048625004;248.3764743230087;21;2618;643;335;1436;7746;
Tue 06:07.000000;13;1701;1724;10;4546;4594;1413;14715;1744;308;95;3.818459918864204;337.59632999694605;248.3764743230087;21;2622;643;335;1436;7754;
Tue 06:07.385586;13;1702;1724;10;4546;4594;1413;14715;1744;308;95;3.818459918864204;337.59632999694605;248.3764743230087;21;2622;643;335;1436;7754;
Tue 06:07.620674;13;1702;1724;10;4547;4594;1413;14715;1744;308;95;3.818459918864204;337.59632999694605;248.3764743230087;21;2622;643;335;1436;7754;
Tue 06:07.688789;13;1702;1724;10;4548;4594;1413;14715;1744;308;95;3.818459918864204;337.59632999694605;248.3764743230087;21;2622;643;335;1436;7754;
Tue 06:07.873501;13;1702;1724;10;4549;4594;1413;14715;1744;308;95;3.818459918864204;337.59632999694605;248.3764743230087;21;2622;643;335;1436;7754;
Tue 06:07.407897;13;1702;1724;10;4550;4594;1413;14715;1744;308;95;3.818459918864204;337.59632999694605;248.3764743230087;21;2622;643;335;1436;7754;
Tue 06:07.639857;13;1702;1724;10;4551;4594;1413;14715;1744;308;95;3.818459918864204;337.59632999694605;248.3764743230087;21;2622;643;335;1436;7754;
Tue 06:07.698925;13;1702;1724;10;4552;4594;1413;14715;1744;308;95;3.818459918864204;337.59632999694605;248.3764743230087;21;2622;643;335;1436;7754;
Tue 06:07.703319;13;1702;1724;10;4553;4594;1413;14715;1744;308;95;3.818459918864204;337.59632999694605;248.3764743230087;21;2622;643;335;1436;7754;
Tue 06:08.000000;13;1702;1725;10;4553;4599;1415;14729;1746;308;96;3.818459918864204;338.10401286297014;248.3764743230087;21;2626;643;335;1438;7762;
Tue 06:08.902615;13;1702;1725;10;4553;4599;1415;14730;1747;309;96;3.818459918864204;338.10401286297014;248.80790511378473;21;2626;644;335;1438;7762;
Tue 06:08.487682;13;1702;1725;10;4554;4599;1415;14730;1747;309;96;3.818459918864204;338.10401286297014;248.80790511378473;21;2626;644;335;1438;7762;
Tue 06:08.194478;13;1702;1725;10;4555;4599;1415;14730;1747;309;96;3.818459918864204;338.10401286297014;248.80790511378473;21;2626;644;335;1438;7762;
Tue 06:08.450888;13;1702;1725;10;4556;4599;1415;14730;1747;309;96;3.818459918864204;338.10401286297014;248.80790511378473;21;2626;644;335;1438;7762;
Tue 06:08.541443;13;1702;1725;10;4557;4599;1415;14730;1747;309;96;3.818459918864204;338.10401286297014;248.80790511378473;21;2626;644;335;1438;7762;
Tue 06:08.446739;13;1702;1725;10;4558;4599;1415;14730;1747;309;96;3.818459918864204;338.10401286297014;248.80790511378473;21;2626;644;335;1438;7762;
Tue 06:08.246887;13;1702;1725;10;4559;4599;1415;14730;1747;309;96;3.818459918864204;338.10401286297014;248.80790511378473;21;2626;644;335;1438;7762;
Tue 06:08.971413;13;1702;1725;10;4560;4599;1415;14730;1747;309;96;3.818459918864204;338.10401286297014;248.80790511378473;21;2626;644;335;1438;7762;
Tue 06:08.369464;13;1702;1725;10;4560;4599;1415;14731;1747;309;96;3.818459918864204;338.10401286297014;249.0257584000516;21;2626;645;336;1438;7762;
Tue 06:08.066503;13;1702;1725;10;4560;4599;1415;14732;1747;309;96;3.818459918864204;338.10401286297014;249.15788075584535;21;2626;646;337;1438;7762;
Tue 06:08.403429;13;1703;1725;10;4560;4599;1415;14732;1747;309;96;3.818459918864204;338.10401286297014;249.15788075584535;21;2626;646;337;1438;7762;
Tue 06:08.802600;13;1703;1725;10;4561;4599;1415;14732;1747;309;96;3.818459918864204;338.10401286297014;249.15788075584535;21;2626;646;337;1438;7762;
Tue 06:08.883508;13;1704;1725;10;4561;4599;1415;14732;1747;309;96;3.818459918864204;338.10401286297014;249.15788075584535;21;2626;646;337;1438;7762;
Tue 06:09.000000;13;1704;1726;10;4561;4606;1418;14751;1750;309;96;3.818459918864204;338.5000185893021;249.15788075584535;21;2629;646;337;1441;7773;
Tue 06:09.539959;13;1705;1726;10;4561;4606;1418;14751;1750;309;96;3.818459918864204;338.5000185893021;249.15788075584535;21;2629;646;337;1441;7773;
Tue 06:09.076445;13;1705;1726;10;4562;4606;1418;14751;1750;309;96;3.818459918864204;338.5000185893021;249.15788075584535;21;2629;646;337;1441;7773;
Tue 06:09.221044;13;1705;1726;10;4563;4606;1418;14751;1750;309;96;3.818459918864204;338.5000185893021;249.15788075584535;21;2629;646;337;1441;7773;
Tue 06:09.015143;13;1706;1726;10;4563;4606;1418;14751;1750;309;96;3.818459918864204;338.5000185893021;249.15788075584535;21;2629;646;337;1441;7773;
Tue 06:09.202671;13;1706;1726;10;4564;4606;1418;14751;1750;309;96;3.818459918864204;338.5000185893021;249.15788075584535;21;2629;646;337;1441;7773;
Tue 06:10.000000;13;1706;1730;10;4564;4611;1420;14771;1752;309;96;3.818459918864204;338.8363444152566;249.15788075584535;21;2632;646;337;1443;7784;
Tue 06:10.237693;13;1706;1730;10;4565;4611;1420;14771;1752;309;96;3.818459918864204;338.8363444152566;249.15788075584535;21;2632;646;337;1443;7784;
Tue 06:10.318991;13;1706;1730;10;4566;4611;1420;14771;1752;309;96;3.818459918864204;338.8363444152566;249.15788075584535;21;2632;646;337;1443;7784;
Tue 06:10.220698;13;1707;1730;10;4566;4611;1420;14771;1752;309;96;3.818459918864204;338.8363444152566;249.15788075584535;21;2632;646;337;1443;7784;
Tue 06:10.720552;13;1707;1730;10;4567;4611;1420;14771;1752;309;96;3.818459918864204;338.8363444152566;249.15788075584535;21;2632;646;337;1443;7784;
Tue 06:10.415952;13;1708;1730;10;4567;4611;1420;14771;1752;309;96;3.818459918864204;338.8363444152566;249.15788075584535;21;2632;646;337;1443;7784;
Tue 06:10.203100;13;1708;1730;10;4568;4611;1420;14771;1752;309;96;3.818459918864204;338.8363444152566;249.15788075584535;21;2632;646;337;1443;7784;
Tue 06:10.462086;13;1708;1730;10;4568;4611;1420;14772;1752;309;96;3.818459918864204;338.8363444152566;249.40989141358514;21;2632;647;338;1443;7784;
Tue 06:10.307714;13;1708;1730;10;4569;4611;1420;14772;1752;309;96;3.818459918864204;338.8363444152566;249.40989141358514;21;2632;647;338;1443;7784;
Tue 06:11.000000;13;1708;1732;10;4569;4614;1421;14783;1753;309;96;3.818459918864204;338.93087566358696;249.40989141358514;21;2633;647;338;1444;7790;
Tue 06:11.919994;13;1708;1732;10;4570;4614;1421;14783;1753;309;96;3.818459918864204;338.93087566358696;249.40989141358514;21;2633;647;338;1444;7790;
Tue 06:11.071549;13;1708;1732;10;4571;4614;1421;14783;1753;309;96;3.818459918864204;338.93087566358696;249.40989141358514;21;2633;647;338;1444;7790;
Tue 06:11.985960;13;1708;1732;10;4572;4614;1421;14783;1753;309;96;3.818459918864204;338.93087566358696;249.40989141358514;21;2633;647;338;1444;7790;
Tue 06:11.881512;13;1708;1732;10;4572;4614;1421;14784;1753;309;96;3.818459918864204;338.93087566358696;249.5928513622347;21;2633;648;339;1444;7790;
Tue 06:11.132901;13;1708;1732;10;4573;4614;1421;14784;1753;309;96;3.818459918864204;338.93087566358696;249.5928513622347;21;2633;648;339;1444;7790;
Tue 06:11.827269;13;1709;1732;10;4573;4614;1421;14784;1753;309;96;3.818459918864204;338.93087566358696;249.5928513622347;21;2633;648;339;1444;7790;
Tue 06:11.226545;13;1709;1732;10;4574;4614;1421;14784;1753;309;96;3.818459918864204;338.93087566358696;249.5928513622347;21;2633;648;339;1444;7790;
Tue 06:11.515502;13;1710;1732;10;4574;4614;1421;14784;1753;309;96;3.818459918864204;338.93087566358696;249.5928513622347;21;2633;648;339;1444;7790;
Tue 06:11.109107;13;1710;1732;10;4575;4614;1421;14784;1753;309;96;3.818459918864204;338.93087566358696;249.5928513622347;21;2633;648;339;1444;7790;
Tue 06:11.381725;13;1710;1732;10;4576;4614;1421;14784;1753;309;96;3.818459918864204;338.93087566358696;249.5928513622347;21;2633;648;339;1444;7790;
Tue 06:12.000000;13;1710;1733;10;4576;4619;1423;14798;1755;309;97;3.818459918864204;339.402555962695;249.5928513622347;21;2636;648;339;1446;7798;
Tue 06:12.434502;13;1711;1733;10;4576;4619;1423;14798;1755;309;97;3.818459918864204;339.402555962695;249.5928513622347;21;2636;648;339;1446;7798;
Tue 06:12.691938;13;1712;1733;10;4576;4619;1423;14798;1755;309;97;3.818459918864204;339.402555962695;249.5928513622347;21;2636;648;339;1446;7798;
Tue 06:12.137966;13;1712;1733;10;4577;4619;1423;14798;1755;309;97;3.818459918864204;339.402555962695;249.5928513622347;21;2636;648;339;1446;7798;
Tue 06:12.794852;13;1712;1733;10;4578;4619;1423;14798;1755;309;97;3.818459918864204;339.402555962695;249.5928513622347;21;2636;648;339;1446;7798;
Tue 06:12.511494;13;1713;1733;10;4578;4619;1423;14798;1755;309;97;3.818459918864204;339.402555962695;249.5928513622347;21;2636;648;339;1446;7798;
Tue 06:12.341818;13;1713;1733;10;4579;4619;1423;14798;1755;309;97;3.818459918864204;339.402555962695;249.5928513622347;21;2636;648;339;1446;7798;
Tue 06:12.552531;13;1714;1733;10;4579;4619;1423;14798;1755;309;97;3.818459918864204;339.402555962695;249.5928513622347;21;2636;648;339;1446;7798;
Tue 06:12.817323;13;1714;1733;10;4580;4619;1423;14798;1755;309;97;3.818459918864204;339.402555962695;249.5928513622347;21;2636;648;339;1446;7798;
Tue 06:12.109107;13;1714;1733;10;4581;4619;1423;14798;1755;309;97;3.818459918864204;339.402555962695;249.5928513622347;21;2636;648;339;1446;7798;
Tue 06:12.355691;13;1714;1733;10;4582;4619;1423;14798;1755;309;97;3.818459918864204;339.402555962695;249.5928513622347;21;2636;648;339;1446;7798;
Tue 06:13.000000;13;1714;1733;10;4582;4623;1424;14807;1756;309;97;3.818459918864204;339.609393895319;249.5928513622347;21;2638;648;339;1447;7803;
Tue 06:13.459269;13;1714;1733;10;4583;4623;1424;14807;1756;309;97;3.818459918864204;339.609393895319;249.5928513622347;21;2638;648;339;1447;7803;
Tue 06:13.563917;13;1714;1733;10;4583;4623;1424;14808;1757;310;97;3.818459918864204;339.609393895319;250.10235159970892;21;2638;649;339;1447;7803;
Tue 06:13.030764;13;1714;1733;10;4584;4623;1424;14808;1757;310;97;3.818459918864204;339.609393895319;250.10235159970892;21;2638;649;339;1447;7803;
Tue 06:13.771376;13;1714;1733;10;4585;4623;1424;14808;1757;310;97;3.818459918864204;339.609393895319;250.10235159970892;21;2638;649;339;1447;7803;
Tue 06:13.983531;13;1714;1733;10;4586;4623;1424;14808;1757;310;97;3.818459918864204;339.609393895319;250.10235159970892;21;2638;649;339;1447;7803;
Tue 06:13.068626;13;1714;1733;10;4587;4623;1424;14808;1757;310;97;3.818459918864204;339.609393895319;250.10235159970892;21;2638;649;339;1447;7803;
Tue 06:13.594489;13;1714;1733;10;4588;4623;1424;14808;1757;310;97;3.818459918864204;339.609393895319;250.10235159970892;21;2638;649;339;1447;7803;
Tue 06:14.000000;13;1714;1735;10;4588;4627;1425;14821;1758;310;97;3.818459918864204;340.08115113043397;250.10235159970892;21;2641;649;339;1448;7810;
Tue 06:14.601576;13;1714;1735;10;4589;4627;1425;14821;1758;310;97;3.818459918864204;340.08115113043397;250.10235159970892;21;2641;649;339;1448;7810;
Tue 06:14.527666;13;1714;1735;10;4590;4627;1425;14821;1758;310;97;3.818459918864204;340.08115113043397;250.10235159970892;21;2641;649;339;1448;7810;
Tue 06:14.149478;13;1715;1735;10;4590;4627;1425;14821;1758;310;97;3.818459918864204;340.08115113043397;250.10235159970892;21;2641;649;339;1448;7810;
Tue 06:14.868794;13;1715;1735;10;4591;4627;1425;14821;1758;310;97;3.818459918864204;340.08115113043397;250.10235159970892;21;2641;649;339;1448;7810;
Tue 06:14.902276;13;1715;1735;10;4592;4627;1425;14821;1758;310;97;3.818459918864204;340.08115113043397;250.10235159970892;21;2641;649;339;1448;7810;
Tue 06:14.212352;13;1716;1735;10;4592;4627;1425;14821;1758;310;97;3.818459918864204;340.08115113043397;250.10235159970892;21;2641;649;339;1448;7810;
Tue 06:14.725908;13;1717;1735;10;4592;4627;1425;14821;1758;310;97;3.818459918864204;340.08115113043397;250.10235159970892;21;2641;649;339;1448;7810;
Tue 06:14.580918;13;1717;1735;10;4593;4627;1425;14821;1758;310;97;3.818459918864204;340.08115113043397;250.10235159970892;21;2641;649;339;1448;7810;
Tue 06:14.790302;13;1717;1735;10;4594;4627;1425;14821;1758;310;97;3.818459918864204;340.08115113043397;250.10235159970892;21;2641;649;339;1448;7810;
Tue 06:15.000000;13;1717;1736;10;4594;4635;1428;14842;1761;310;98;3.818459918864204;340.64841424213324;250.10235159970892;21;2645;649;339;1451;7822;
Tue 06:15.092966;13;1717;1736;10;4594;4635;1428;14843;1761;310;98;3.818459918864204;340.64841424213324;250.17864186614773;21;2645;650;340;1451;7822;
Tue 06:15.840167;13;1717;1736;10;4595;4635;1428;14843;1761;310;98;3.818459918864204;340.64841424213324;250.17864186614773;21;2645;650;340;1451;7822;
Tue 06:15.706646;13;1717;1736;10;4596;4635;1428;14843;1761;310;98;3.818459918864204;340.64841424213324;250.17864186614773;21;2645;650;340;1451;7822;
Tue 06:15.494670;13;1717;1736;10;4597;4635;1428;14843;1761;310;98;3.818459918864204;340.64841424213324;250.17864186614773;21;2645;650;340;1451;7822;
Tue 06:15.161189;13;1717;1736;10;4598;4635;1428;14843;1761;310;98;3.818459918864204;340.64841424213324;250.17864186614773;21;2645;650;340;1451;7822;
Tue 06:15.507426;13;1718;1736;10;4598;4635;1428;14843;1761;310;98;3.818459918864204;340.64841424213324;250.17864186614773;21;2645;650;340;1451;7822;
Tue 06:16.000000;13;1718;1736;10;4598;4641;1429;14856;1762;310;99;3.818459918864204;340.83752935747236;250.17864186614773;21;2646;650;340;1452;7829;
Tue 06:16.087069;13;1718;1736;10;4599;4641;1429;14856;1762;310;99;3.818459918864204;340.83752935747236;250.17864186614773;21;2646;650;340;1452;7829;
Tue 06:16.427152;13;1718;1736;10;4600;4641;1429;14856;1762;310;99;3.818459918864204;340.83752935747236;250.17864186614773;21;2646;650;340;1452;7829;
Tue 06:16.882106;13;1718;1736;10;4601;4641;1429;14856;1762;310;99;3.818459918864204;340.83752935747236;250.17864186614773;21;2646;650;340;1452;7829;
Tue 06:16.350519;13;1719;1736;10;4601;4641;1429;14856;1762;310;99;3.818459918864204;340.83752935747236;250.17864186614773;21;2646;650;340;1452;7829;
Tue 06:16.408312;13;1719;1736;10;4602;4641;1429;14856;1762;310;99;3.818459918864204;340.83752935747236;250.17864186614773;21;2646;650;340;1452;7829;
Tue 06:16.043169;13;1719;1736;10;4603;4641;1429;14856;1762;310;99;3.818459918864204;340.83752935747236;250.17864186614773;21;2646;650;340;1452;7829;
Tue 06:16.320400;13;1719;1736;10;4604;4641;1429;14856;1762;310;99;3.818459918864204;340.83752935747236;250.17864186614773;21;2646;650;340;1452;7829;
Tue 06:16.585176;13;1719;1736;10;4605;4641;1429;14856;1762;310;99;3.818459918864204;340.83752935747236;250.17864186614773;21;2646;650;340;1452;7829;
Tue 06:17.000000;13;1719;1736;10;4605;4647;1429;14868;1762;310;99;3.818459918864204;341.6050879614993;250.17864186614773;21;2652;650;340;1452;7835;
Tue 06:17.668751;13;1719;1736;10;4606;4647;1429;14868;1762;310;99;3.818459918864204;341.6050879614993;250.17864186614773;21;2652;650;340;1452;7835;
Tue 06:17.505363;13;1719;1736;10;4606;4647;1429;14869;1763;311;99;3.818459918864204;341.6050879614993;250.6499645579738;21;2652;651;340;1452;7835;
Tue 06:17.311401;13;1719;1736;10;4606;4647;1429;14870;1763;311;99;3.818459918864204;341.6050879614993;250.92836607377316;21;2652;652;341;1452;7835;
Tue 06:17.574846;13;1719;1736;10;4607;4647;1429;14870;1763;311;99;3.818459918864204;341.6050879614993;250.92836607377316;21;2652;652;341;1452;7835;
Tue 06:18.000000;13;1719;1736;10;4607;4655;1431;14888;1765;311;99;3.818459918864204;342.50231762256936;250.92836607377316;21;2659;652;341;1454;7845;
Tue 06:18.381782;13;1719;1736;10;4608;4655;1431;14888;1765;311;99;3.818459918864204;342.50231762256936;250.92836607377316;21;2659;652;341;1454;7845;
Tue 06:18.186309;13;1719;1736;10;4609;4655;1431;14888;1765;311;99;3.818459918864204;342.50231762256936;250.92836607377316;21;2659;652;341;1454;7845;
Tue 06:18.490011;13;1720;1736;10;4609;4655;1431;14888;1765;311;99;3.818459918864204;342.50231762256936;250.92836607377316;21;2659;652;341;1454;7845;
Tue 06:18.951107;13;1720;1736;10;4610;4655;1431;14888;1765;311;99;3.818459918864204;342.50231762256936;250.92836607377316;21;2659;652;341;1454;7845;
Tue 06:18.060053;13;1720;1736;10;4610;4655;1431;14889;1765;311;99;3.818459918864204;342.50231762256936;251.14466277553592;21;2659;653;342;1454;7845;
Tue 06:18.639194;13;1720;1736;10;4611;4655;1431;14889;1765;311;99;3.818459918864204;342.50231762256936;251.14466277553592;21;2659;653;342;1454;7845;
Tue 06:18.505367;13;1720;1736;10;4612;4655;1431;14889;1765;311;99;3.818459918864204;342.50231762256936;251.14466277553592;21;2659;653;342;1454;7845;
