episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,fleet_broken_fraction,maintenance_restoration_value,onsite_shortage_pressure,depot_shortage_pressure,late_broken_cargo_pressure,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
283,0.9303707993391358,-5.091026231554022,-1.349056426508751,-0.5452734640459713,-0.3095612756957337,-0.3833705506219913,-0.2720371746793827,-0.7668662326252544,-0.013072111396239683,-0.14321715858373013,-0.18341222843835148,-0.1352160324485451,0.001051,0.01,0.0,0.97,100,10,1,11
284,0.9299622055746777,-5.094253403087367,-1.350754965181464,-0.5459658922946014,-0.3099581870190905,-0.38385474957247195,-0.27239431156551863,-0.7677318756426897,-0.01308962443884707,-0.14335438068732087,-0.1836303820583717,-0.13537600576676662,0.001047,0.01,0.0,0.97,100,10,1,11
285,0.9325767241958229,-5.097301934107267,-1.3523253940812867,-0.5466093583117564,-0.31033811001755457,-0.38430753714952853,-0.2727522930115741,-0.7685142010374708,-0.013101930846742955,-0.14351581936077737,-0.18382447771969887,-0.1355412946347937,0.001044,0.01,0.0,0.97,100,10,1,11
286,0.9279069377629527,-5.1006447317942625,-1.3540766669545286,-0.5473543044249111,-0.3107273157872557,-0.3848543423278066,-0.27312073151400196,-0.7694886721170321,-0.013120607439633785,-0.14371997489466679,-0.18407856170428502,-0.1357306739578846,0.001041,0.01,0.0,0.97,100,10,1,11
287,0.932850979536336,-5.103681694613392,-1.3556598829647988,-0.5480150196872916,-0.31108108938507106,-0.38532876891097284,-0.2734707045748868,-0.7704220410559394,-0.013134071319061254,-0.1438973127638186,-0.18430269519904657,-0.1358767816031977,0.001037,0.01,0.0,0.97,100,10,1,11
288,0.9324140279196459,-5.10663549190096,-1.3571851469914193,-0.5486315407302357,-0.3114312348882511,-0.3857691944831514,-0.2738025934258433,-0.7712557415300578,-0.013148325125296428,-0.14407607887255997,-0.18448830478485248,-0.1360276940346214,0.001034,0.01,0.0,0.97,100,10,1,11
289,0.9315937940761636,-5.109744773170565,-1.3588007921020533,-0.549292790087287,-0.3118035658674947,-0.38622891351025607,-0.27413569573074675,-0.772180895110052,-0.013165069521477453,-0.14425033390286116,-0.184701467390803,-0.13616496860759475,0.001031,0.01,0.0,0.97,100,10,1,11
290,0.9293613864724526,-5.112921461713186,-1.3604368644202358,-0.5499600438201426,-0.3121843021216672,-0.3866890020621477,-0.27447958454539056,-0.7731308305339837,-0.013180781111078026,-0.1444372392416883,-0.1849326832988715,-0.13631060319624355,0.001028,0.01,0.0,0.97,100,10,1,11
291,0.9269693284691258,-5.116248774604766,-1.362155315293961,-0.5506801193742361,-0.31256280473416354,-0.3871885124072152,-0.27483772420735675,-0.7741117656589931,-0.013198268085470354,-0.14467783864671527,-0.18516379766180893,-0.13649415181488037,0.001025,0.01,0.0,0.97,100,10,1,11
292,0.9286947774331461,-5.119482865935001,-1.3638288552319,-0.5513729442239785,-0.3129524586219984,-0.38769207086060353,-0.2751971742982894,-0.7749916283844694,-0.013215299810118842,-0.14482996224518452,-0.18537269717854976,-0.13667490032287083,0.001022,0.01,0.0,0.97,100,10,1,11
293,0.9327804452204278,-5.1224791253401945,-1.3654266757083882,-0.5520277158444234,-0.31330713806004906,-0.38816228224277044,-0.2755249629709312,-0.7758922755824609,-0.01323540854186376,-0.1450064178132995,-0.1855783662331796,-0.13679541854849,0.001018,0.01,0.0,0.97,100,10,1,11
294,0.9332927406806035,-5.12537636294668,-1.3669010136957638,-0.5526404679606166,-0.31363589983899914,-0.388585521841709,-0.2758317548778244,-0.776687496732242,-0.01324921384209347,-0.14514446504810702,-0.1857809198285283,-0.1369391042680889,0.001015,0.01,0.0,0.97,100,10,1,11
295,0.9282475951484734,-5.128630056182612,-1.368586406140433,-0.5533491300534243,-0.31401866780088084,-0.38911350605123585,-0.27619160065959886,-0.7776952734417844,-0.013267183682010613,-0.14535051899001739,-0.1860374488935325,-0.1371029641288366,0.001012,0.01,0.0,0.97,100,10,1,11
296,0.9325759488344694,-5.131621394427151,-1.3701395868927715,-0.5539872549698731,-0.3143746920722008,-0.38957697650910644,-0.2765267751881844,-0.7785655464849278,-0.013284929862687445,-0.1454912621409269,-0.18625174527485297,-0.13729325198589365,0.001009,0.01,0.0,0.97,100,10,1,11
297,0.9276027923444337,-5.134848602795998,-1.371829761961569,-0.554700341572554,-0.3147628263304642,-0.3900970018200659,-0.27690212276714476,-0.7795243280307785,-0.013300389284259887,-0.14568802311931056,-0.18647402836246807,-0.13745124690999325,0.001006,0.01,0.0,0.97,100,10,1,11
298,0.9294133494982151,-5.137949834201752,-1.3734480118339818,-0.5553790310457972,-0.31512934872026876,-0.3905920922570436,-0.27724015606030106,-0.7805597096007417,-0.013318103926575562,-0.14584076436021473,-0.1867836156446744,-0.13764007279453677,0.001003,0.01,0.0,0.97,100,10,1,11
299,0.9268886947170318,-5.141198807825076,-1.3751535523776126,-0.5560819134535827,-0.3155269592874166,-0.39110580894360986,-0.2775929345883513,-0.781524628038282,-0.013338711629377815,-0.14600510799451183,-0.18700526962300107,-0.13779345224441022,0.001,0.01,0.0,0.97,100,10,1,11
