episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,demand_weighted_depot_backlog,demand_weighted_onsite_backlog,maintenance_restoration_value,onsite_shortage_pressure,depot_shortage_pressure,late_broken_cargo_pressure,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
265,0.9128384162204803,-5.395462183425233,-1.5218529428176122,-0.7008398142377972,-0.27617222068074965,-0.49464359914657924,-0.30437637547505586,-0.015316040653480297,-0.0053557507335100455,-0.011830548601517128,-0.2618044828342358,-0.5610643342904705,-0.13527456167955584,0.001114,0.01,0.0,0.97,100,11,1,12
266,0.9176757911875445,-5.399552710836146,-1.5239941740592904,-0.7018156006539712,-0.2765603156591391,-0.49532306642938256,-0.30478935428051124,-0.015338711664667184,-0.00536213504808776,-0.01185070050138445,-0.2621232875327988,-0.5618291862350376,-0.13538858410062765,0.00111,0.01,0.0,0.97,100,11,1,12
267,0.9150081048110827,-5.403749380814837,-1.5261880281127778,-0.7028421106930997,-0.2769532134077104,-0.49603244125912466,-0.30525791346587094,-0.015359377466219444,-0.005370529781248034,-0.011871283200867692,-0.26253828342445124,-0.5625453433382588,-0.1355538094827591,0.001107,0.01,0.0,0.97,100,11,1,12
268,0.9175858306052211,-5.407821597976562,-1.5282761422835776,-0.7037800726468696,-0.2773349620736341,-0.49668809884227366,-0.3056690125330169,-0.015379728405926257,-0.0053786316327979105,-0.011887251595930423,-0.2629116720409561,-0.5632455258755649,-0.13574438523895002,0.001103,0.01,0.0,0.97,100,11,1,12
269,0.9090770713887056,-5.412491829058296,-1.530753182449057,-0.70488192822115,-0.2777837505244991,-0.4974405056908866,-0.30614556243927704,-0.015403262119053641,-0.005388293952247116,-0.011906992667795433,-0.2633095411304992,-0.5641389577702013,-0.13596559797365168,0.001099,0.01,0.0,0.97,100,10,1,11
270,0.915394188080183,-5.416774934346051,-1.5329833751345545,-0.7058872535876193,-0.2781907991614204,-0.49811382751167443,-0.3065786083396876,-0.015429565995875553,-0.005395832783703189,-0.011924486935727405,-0.26371807108476225,-0.5649647681158324,-0.1361221736880758,0.001096,0.01,0.0,0.97,100,10,1,11
271,0.9112732050806913,-5.421137820875372,-1.5352588702073373,-0.7069647255053488,-0.2785716172915455,-0.4988600704436695,-0.30699279301615007,-0.015460553891998479,-0.005403473757963292,-0.011943089887680192,-0.26411905349566583,-0.566048772895531,-0.13629147913123665,0.001092,0.01,0.0,0.97,100,11,1,12
272,0.9144274912233324,-5.419982857559004,-1.5353008601781515,-0.7074621938177861,-0.2786030975891315,-0.4995216356513124,-0.30741421883191106,-0.015473209686829343,-0.005408700676538498,-0.011898089375633022,-0.26427847701381807,-0.5662329153499157,-0.13650570972807785,0.001088,0.01,0.0,0.97,100,11,1,12
273,0.919185593880107,-5.4186376920116555,-1.5350484403117064,-0.7078792712619857,-0.278449659879713,-0.5000328998148125,-0.30777927712985875,-0.015490106916522525,-0.0054144352379418585,-0.01180521364977129,-0.2645492859019701,-0.5667485355203512,-0.13663980320585845,0.001085,0.01,0.0,0.97,100,11,1,12
274,0.9123268721426523,-5.422938829298011,-1.5372662946397155,-0.7088902077405367,-0.27884715841400903,-0.5007757134841235,-0.30823516656917754,-0.01551267570318184,-0.005423464157663561,-0.011826782412529895,-0.2649298035424267,-0.5675643210979002,-0.13685091063466306,0.001081,0.01,0.0,0.97,100,11,1,12
275,0.9147068258175618,-5.42664135457002,-1.5391941070616721,-0.7098046864486433,-0.27921853960304344,-0.5014615834959334,-0.30866362936454556,-0.015532470259500213,-0.0054311719637642,-0.011847616245388352,-0.2652638270575512,-0.5682810920533532,-0.13707971216653178,0.001078,0.01,0.0,0.97,100,11,1,12
276,0.9120494889725659,-5.430953535754775,-1.5414284070127988,-0.7108005018245211,-0.27962645253968316,-0.5021698395569923,-0.30910569154665196,-0.015553976976864434,-0.005439242123599874,-0.011856695590055644,-0.26563487431483473,-0.5690947621241286,-0.1372892540001387,0.001074,0.01,0.0,0.97,100,11,1,12
277,0.917141893031888,-5.434503274561229,-1.5433135894319494,-0.7116784913003084,-0.27997155963437226,-0.5028068155388559,-0.3095254544201969,-0.015572959254304556,-0.0054469388244595286,-0.011872910284710035,-0.26598787862201384,-0.5697888286759603,-0.13750137724299105,0.001071,0.01,0.0,0.97,100,11,1,12
278,0.9082136973405507,-5.438894306190514,-1.5456167873319808,-0.7127881446557209,-0.2803572146828778,-0.5035942541898526,-0.30999896658191883,-0.015600670804452764,-0.005454844439118349,-0.011893197438276588,-0.2663985148854713,-0.5707996142399532,-0.13774462273674198,0.001067,0.01,0.0,0.97,100,11,1,12
279,0.9248835796719984,-5.4423252812087535,-1.5474372711444107,-0.7136193951963011,-0.28070049991514856,-0.5041674979361864,-0.31038448278380715,-0.015617386660602405,-0.005462435711215214,-0.011906490909632871,-0.2667982220368325,-0.5714750411031586,-0.13787180226377935,0.001064,0.01,0.0,0.97,100,11,1,12
280,0.9092004014720643,-5.446856781432709,-1.5497758450814854,-0.7146695480915094,-0.2811192732186444,-0.5049036529160139,-0.3107983869472084,-0.01564152813568243,-0.005468974333225291,-0.01192902837123377,-0.2671017027874679,-0.5724184048550132,-0.13808832529047668,0.001061,0.01,0.0,0.97,100,11,1,12
281,0.9126330790510521,-5.4511016162307575,-1.5519818306486377,-0.7156826022739854,-0.2815146929696937,-0.5056204910819083,-0.31123197212304954,-0.01567192322957761,-0.005476114266720614,-0.011947713618247105,-0.26740640955881056,-0.573395744897023,-0.13824641812511132,0.001057,0.01,0.0,0.97,100,11,1,12
282,0.9127258616908205,-5.455369604671119,-1.5541941887383162,-0.7166924334690546,-0.28190627223137393,-0.5063195274990412,-0.31161852678715096,-0.01569748152603388,-0.0054821501180204475,-0.011967894137004415,-0.2677597116097064,-0.5744010101866164,-0.13844463505974847,0.001054,0.01,0.0,0.97,100,11,1,12
283,0.9069034270036298,-5.459583599607195,-1.5564195478250866,-0.7177325843129583,-0.2823109931091981,-0.507043052002436,-0.3120824324422596,-0.015723091154212897,-0.005489399425863507,-0.01198565109344438,-0.2681239905450904,-0.5753146225113513,-0.13866620125220167,0.001051,0.01,0.0,0.97,100,11,1,12
284,0.9143204375126595,-5.463653038368328,-1.5586014998278386,-0.7187070102756871,-0.2827261331797984,-0.5077065353561957,-0.31253140670569574,-0.01574576115484507,-0.005496514589560787,-0.012005576256132687,-0.2684901768678776,-0.5760919597758387,-0.13883856740334025,0.001047,0.01,0.0,0.97,100,11,1,12
285,0.9100721839852275,-5.46223329396658,-1.5584024451309113,-0.7191947307813978,-0.2827228761875128,-0.5081689129339886,-0.31293088350917897,-0.015755847846072223,-0.005503644538554037,-0.01199918146285204,-0.2687141191705621,-0.5756065066575543,-0.13908988148089715,0.001044,0.01,0.0,0.97,100,11,1,12
286,0.9227376400348829,-5.46587573021675,-1.5602845240826528,-0.7200485138451322,-0.2830597911067178,-0.5087823855501855,-0.3133024170033791,-0.01577674490082057,-0.005509700951916396,-0.012018843370662863,-0.26899193423488504,-0.576389198398895,-0.13920353243037706,0.001041,0.01,0.0,0.97,100,10,1,11
287,0.9120851449579479,-5.4642036420152404,-1.5596914814513387,-0.7202736332657882,-0.2828200689373837,-0.5094011021203186,-0.3136667067767207,-0.01578876993479053,-0.005514898803878569,-0.01203690279757225,-0.26898331668545644,-0.5765185475954694,-0.1393882049780118,0.001037,0.01,0.0,0.97,100,11,1,12
288,0.9205141300646918,-5.467715664584566,-1.5614983922618595,-0.7210886859822007,-0.2831535174677021,-0.5099953091468583,-0.31403094050493163,-0.015806271640234234,-0.00552078045921715,-0.012049091535298912,-0.2692608761123711,-0.5771965065841997,-0.13954317588158546,0.001034,0.01,0.0,0.97,100,11,1,12
289,0.9110196539559886,-5.471165967208398,-1.5634093516068794,-0.7220418215402598,-0.28347844048068926,-0.5106724440808804,-0.3144220659324608,-0.01582812251665648,-0.005527022135370298,-0.012058309599287734,-0.26954093447643107,-0.5780052702497737,-0.13971341553623567,0.001031,0.01,0.0,0.97,100,11,1,12
290,0.9160878068519018,-5.475110508082439,-1.5655157684420038,-0.7229811405765814,-0.28389724118139437,-0.511304960523058,-0.3148588164807645,-0.01584663052230366,-0.005534102313161065,-0.012079382661167553,-0.2698759536633626,-0.5786362442890932,-0.13990226177264561,0.001028,0.01,0.0,0.97,100,10,1,11
291,0.9162556584014594,-5.478981329534749,-1.5675164348417652,-0.723900780475557,-0.2842497484912388,-0.5119615590470818,-0.3152472331013641,-0.015866702545449612,-0.005540699114666457,-0.012091609688302675,-0.2701995263869092,-0.5793618546824351,-0.14010840617217976,0.001025,0.01,0.0,0.97,100,11,1,12
292,0.9074263485303241,-5.482157986150476,-1.569223443467364,-0.7248062448627833,-0.2845227724628094,-0.5126633307977339,-0.3156880828397543,-0.01589000771454217,-0.005547639795217139,-0.01209324402800596,-0.27050586675183635,-0.580080515692461,-0.14030179998615258,0.001022,0.01,0.0,0.97,100,11,1,12
293,0.9152363037855631,-5.4843901130575965,-1.5704514423256248,-0.7255116926328113,-0.2846907484867436,-0.5132949587946354,-0.31606852283632225,-0.015908415656048183,-0.005554183673275119,-0.012043006196602687,-0.2707636865050743,-0.5806163735284932,-0.1404806014843127,0.001018,0.01,0.0,0.97,100,11,1,12
294,0.9210157055671079,-5.487789460115993,-1.5722419369599794,-0.7263469726217254,-0.285016446854628,-0.5138791537718104,-0.31643931827874794,-0.015925267739014367,-0.005559940457955855,-0.012059183626619105,-0.2710197455304649,-0.5812079752762985,-0.14068002855540687,0.001015,0.01,0.0,0.97,100,11,1,12
295,0.9104804955633685,-5.491805737800929,-1.5744000222809456,-0.7273787403788964,-0.28538681889166717,-0.5146025859745289,-0.3168807202454373,-0.01594894681508151,-0.0055690181337608256,-0.012085102470695103,-0.27146439977731623,-0.5821010413933052,-0.14085031517255076,0.001012,0.01,0.0,0.97,100,11,1,12
296,0.9188069454502585,-5.495512268113043,-1.5763070099178738,-0.728253761320143,-0.28571840135956766,-0.5152227603002669,-0.31727432348435786,-0.01597189423753081,-0.005575717943970888,-0.012103707415933376,-0.2717720830826693,-0.5829482852033613,-0.14099225190864853,0.001009,0.01,0.0,0.97,100,11,1,12
297,0.9153320752826439,-5.498740570453304,-1.5779922771750607,-0.7290856079942277,-0.28599579098637207,-0.5158643467229884,-0.31764093129972465,-0.01599095598477679,-0.005582630598202606,-0.012105998719977265,-0.27209507579762304,-0.5836403162407173,-0.14113133459307473,0.001006,0.01,0.0,0.97,100,11,1,12
298,0.9056266846361186,-5.502590990322491,-1.5800592811947218,-0.7301042556028937,-0.2863287231180682,-0.5166007524266741,-0.31805468578426427,-0.01601706299884606,-0.005589279045604281,-0.012116629963231217,-0.27241312224979475,-0.5845627303644386,-0.14135068427860584,0.001003,0.01,0.0,0.97,100,11,1,12
299,0.910531001696652,-5.5066193154610765,-1.5821624372538658,-0.7310757816289105,-0.2867175721859478,-0.5173092458295231,-0.31846058243380765,-0.016039351789026195,-0.0055965077756600316,-0.012134886499945801,-0.2727788026351812,-0.5854179249307149,-0.14157072870210055,0.001,0.01,0.0,0.97,100,11,1,12
